"гибкость, щедрость"|"надёжность, доброта, щедрость"|"зависть, вспыльчивость, агрессивность"|Тони Лейн: сильный и благородный|С импульсивными людьми
"гибкость, мечтательность, верность"|"экстраверсия, тактичность, креативность"|"безответственность, пессимизм, нетерпеливость"|Хан Грейнджер: чуткий и заботливый|Сложно с персонами с завышенным ЧСВ
"сдержанность, щедрость"|"честность, оптимизм, смелость"|"нетерпеливость, лживость, безразличие"|Джон Старк: изобретательный и харизматичный|Вечно недовольными товарищами
"искренность, деликатность"|"жизнерадостность, отзывчивость, честность"|"грубость, жадность, упрямство"|Черепашка Скайуокер: романтичный и мечтательный|Импульсивными - это проблема
"практичность, мудрость"|"доброта, ответственность, надёжность"|"раздражительность, агрессивность, трусость"|Чудо Куинн: хитрый и находчивый|Неуверенными в себе
"смелость, жестокость, наблюдательность"|"скромность, амбициозность, доброта"|"лживость, пессимизм, высокомерие"|Мастер Грейнджер: загадочный и глубокий|Обычно это упрямыми как осел
"вдохновлённость, индифферентность, лицемерие"|"жизнерадостность, смелость, амбициозность"|"зависть, лень, упрямство"|Люк Лейн: чуткий и заботливый|Пассивно-агрессивными
"доброта, честность"|"отзывчивость, тактичность, жизнерадостность"|"эгоизм, безразличие, агрессивность"|Тони Беннер: чуткий и заботливый|Индивидами с кучей предрассудков
"трудолюбие, доброта, деспотичность"|"честность, креативность, педантичность"|"нерешительность, вспыльчивость, безответственность"|Джокер Соло: романтичный и мечтательный|Обычно это пассивно-агрессивными
"ответственность, трудолюбие, необязательность"|"справедливость, честность, целеустремлённость"|"раздражительность, нетерпеливость, агрессивность"|Дамблдор Оди: практичный и надежный|Постоянно жалующимися типами
"жизнерадостность, мудрость, назойливость"|"доброта, педантичность, справедливость"|"лживость, грубость, пессимизм"|Наташа Холмс: чуткий и заботливый|С высокомерными типами
"серьёзность, искренность, мудрость"|"справедливость, доброта, терпеливость"|"обидчивость, раздражительность, лень"|Хан Нобл: спокойный и наблюдательный|"Собеседниками, которые не слышат других"
"великодушие, доброта, осторожность"|"терпеливость, скромность, доброта"|"нерешительность, ветреность, раздражительность"|Роза Бонд: хитрый и находчивый|Трудно с импульсивными
"оптимизм, чуткость"|"щедрость, смелость, надёжность"|"высокомерие, грубость, вспыльчивость"|Хан Вейн: творческий и вдохновляющий|С персонами со стереотипным мышлением
"креативность, ответственность"|"надёжность, уверенность, жизнерадостность"|"обидчивость, эгоизм, неряшливость"|Мастер Бейн: загадочный и глубокий|Трудно с склочниками
"грубость, отзывчивость, любопытство"|"педантичность, надёжность, жизнерадостность"|"ветреность, грубость, вспыльчивость"|Роза Грейнджер: решительный и преданный|Кто делают поспешные выводы
"непринуждённость, небрежность, терпеливость"|"жизнерадостность, надёжность, великодушие"|"лживость, агрессивность, ветреность"|Стив Бонд: хитрый и находчивый|Скептиками
"благородство, гибкость"|"общительность, ответственность, жизнерадостность"|"упрямство, пессимизм, нетерпеливость"|Арагорн Смит: изобретательный и харизматичный|"Типами, которые приписывают плохие мотивы"
"терпеливость, фанатизм"|"доброта, ответственность, целеустремлённость"|"прямолинейность, ветреность, нерешительность"|Бэтмен Кент: творческий и вдохновляющий|"Личностями, которые проецируют свои проблемы"
"дисциплинированность, молчаливость"|"доброта, уверенность, справедливость"|"нерешительность, ветреность, вспыльчивость"|Мастер Поттер: настойчивый и целеустремленный|Сложно с товарищами со стереотипным мышлением
"чувство юмора, справедливость, пессимизм"|"терпеливость, общительность, доброта"|"эгоизм, лень, жадность"|Спок Кurry: оптимистичный и энергичный|С индивидами с негативным настроем
щедрость|"целеустремлённость, эмпатия, жизнерадостность"|"высокомерие, жадность, лень"|Шреддер Женщина: тактичный и проницательный|Трудно с лицемерами
"общительность, мечтательность"|"целеустремлённость, честность, сдержанность"|"грубость, неряшливость, ветреность"|Наташа Холмс: добрый и мудрый|"Личностями, которые игнорируют факты"
"безответственность, альтруизм, самодостаточность, честность"|"трудолюбие, терпеливость, скромность"|"прямолинейность, неряшливость, безответственность"|Дарси Аллен: чуткий и заботливый|С нарциссами собеседниками
целеустремлённость|"креативность, смелость, общительность"|"безответственность, неряшливость, высокомерие"|Донна Снейп: адаптивный и гибкий|"Не люблю, когда обобщают негатив"
"ригидность, эгоизм, харизматичность, честность"|"эмпатия, уверенность, общительность"|"пессимизм, безответственность, неряшливость"|Аквамен Доу: загадочный и глубокий|Когда игнорируют личные границы
"амбициозность, альтруизм"|"оптимизм, эмпатия, надёжность"|"высокомерие, нерешительность, трусость"|Леголас Беннер: загадочный и глубокий|"Не люблю, когда ведут себя высокомерно"
"молчаливость, манипулятивность, общительность"|"жизнерадостность, уверенность, великодушие"|"нетерпеливость, раздражительность, грубость"|Элизабет Кurry: храбрый и умный|Импульсивными
"субъективность, манипулятивность, надёжность, верность"|"оптимизм, скромность, честность"|"неряшливость, нетерпеливость, высокомерие"|Донна Снейп: добрый и мудрый|"Да нормально со всеми я общаюсь, че привязались то"
"доброта, грубость, независимость"|"оптимизм, надёжность, трудолюбие"|"безответственность, вспыльчивость, консервативность"|Леголас Куинн: тактичный и проницательный|Каждый человек интересен по-своему
"аккуратность, проницательность"|"честность, уверенность, оптимизм"|"обидчивость, раздражительность, неряшливость"|Бэтмен Грейнджер: тактичный и проницательный|"Для меня нет сложных людей, есть неготовые к диалогу"
"независимость, тактичность, занудство"|"оптимизм, жизнерадостность, надёжность"|"безразличие, неряшливость, вспыльчивость"|Леголас Холмс: оптимистичный и энергичный|Не припомню таких ситуаций
"мудрость, холеричность, уважительность"|"амбициозность, целеустремлённость, общительность"|"упрямство, неряшливость, мечтательность"|Гендальф Аллен: сильный и благородный|Все люди по-своему интересны
"грубость, великодушие, стрессоустойчивость, неприметность"|"надёжность, уверенность, оптимизм"|"нетерпеливость, обидчивость, высокомерие"|Сэм Оди: страстный и принципиальный|"Все зависит от ситуации, а не от типа людей"
справедливость|"амбициозность, терпеливость, ответственность"|"нерешительность, трусость, скрытность"|Джон Вейн: чуткий и заботливый|Я коммуникабельный человек
"эмпатия, альтруизм"|"экстраверсия, отзывчивость, щедрость"|"эгоизм, ветреность, лживость"|Флэш Романова: творческий и вдохновляющий|"Затрудняюсь ответить, вроде со всеми нормально"
"целеустремлённость, осторожность"|"доброта, целеустремлённость, эмпатия"|"лживость, агрессивность, эгоизм"|Леголас Женщина: альтруистичный и самоотверженный|Мне со всеми легко общаться
доброта|"целеустремлённость, тактичность, терпеливость"|"лживость, агрессивность, прагматизм"|Наташа Романова: оптимистичный и энергичный|Нет таких категорий людей
"доброта, стрессоустойчивость, болтливость, сдержанность"|"эмпатия, уверенность, смелость"|"лживость, лень, жадность"|Бэтмен Теннант: хитрый и находчивый|Мне легко адаптироваться к разным людям
"чуткость, благородство, импозантность"|"уверенность, скромность, щедрость"|"пессимизм, жадность, лень"|Роза Романова: элегантный и утонченный|Не замечал подобных трудностей
"спокойствие, доброта"|"трудолюбие, отзывчивость, педантичность"|"трусость, эгоизм, скрытность"|Фродо Грейнджер: спокойный и наблюдательный|Мне просто общаться с разными типами людей
"зависть, доброта"|"креативность, терпеливость, смелость"|"высокомерие, раздражительность, жадность"|Брюс Смит: спокойный и наблюдательный|Я умею находить подход к людям
принципиальность|"великодушие, скромность, креативность"|"упрямство, жадность, раздражительность"|Спок Ли: изобретательный и харизматичный|Я со всеми нахожу общий язык
"миролюбие, эгоизм, рассудительность"|"ответственность, уверенность, прагматизм"|"жадность, безответственность, высокомерие"|Джон Оди: храбрый и умный|Особых сложностей нет
"экстраверсия, проницательность"|"честность, великодушие, общительность"|"жадность, агрессивность, лень"|Стив Доу: страстный и принципиальный|Ни с кем особых проблем не испытываю
"верность, агрессивность"|"честность, тактичность, целеустремлённость"|"обидчивость, упрямство, нетерпеливость"|Харли Снейп: добрый и мудрый|"С людьми, которые говорят шёпотом в обычной беседе"
"эмпатия, упрямство, основательность"|"оптимизм, экстраверсия, общительность"|"лживость, агрессивность, трусость"|Харли Микеланджело: альтруистичный и самоотверженный|"С теми, кто всегда спрашивает 'как дела?' но не слушает ответ"
"упрямство, дисциплинированность"|"терпеливость, эмпатия, жизнерадостность"|"безразличие, безответственность, лживость"|Гарфилд Кurry: страстный и принципиальный|С любителями говорить 'нет слов'
"мудрость, обаятельность"|"сдержанность, великодушие, ответственность"|"пессимизм, нетерпеливость, зависть"|Черепашка Тайлер: адаптивный и гибкий|"С теми, кто говорит 'я же говорил'"
"индифферентность, деликатность, адаптивность"|"ответственность, надёжность, великодушие"|"упрямство, эгоизм, раздражительность"|Джеймс Арбакл: изобретательный и харизматичный|"С людьми, которые называют еду 'нямкой'"
"жизнерадостность, цинизм, амбициозность"|"великодушие, оптимизм, общительность"|"безответственность, ветреность, обидчивость"|Стив Грейнджер: хитрый и находчивый|"С теми, кто громко жуёт"
"скрытность, щедрость"|"смелость, эмпатия, общительность"|"упрямство, высокомерие, грубость"|Гарфилд Грейнджер: творческий и вдохновляющий|"С фанатиками ЗОЖ, которые всех поучают"
"благородство, жизнерадостность"|"честность, рассудительность, ответственность"|"обидчивость, агрессивность, мечтательность"|Шреддер Роджерс: элегантный и утонченный|"С людьми, постоянно использующими англицизмы"
"терпеливость, уважительность, тщеславие"|"честность, скромность, креативность"|"жадность, пессимизм, безответственность"|Рон Скайуокер: веселый и остроумный|С любителями обсуждать погоду
"фанатизм, отзывчивость, деликатность"|"надёжность, креативность, щедрость"|"безответственность, грубость, агрессивность"|Хан Женщина: творческий и вдохновляющий|"С людьми, которые смеются над своими шутками"
великодушие|"смелость, общительность, тактичность"|"нетерпеливость, ветреность, амбициозность"|Гарри Доу: оптимистичный и энергичный|"С теми, кто постоянно переспрашивает 'что?'"
"фанатизм, деликатность, сангвиничность"|"мечтательность, тактичность, общительность"|"жадность, агрессивность, упрямство"|Гендальф Микеланджело: загадочный и глубокий|"С теми, кто верит в плоскую Землю"
"великодушие, альтруизм"|"целеустремлённость, щедрость, жизнерадостность"|"жадность, лживость, пессимизм"|Лея Вейн: решительный и преданный|"С людьми, которые называют котиков 'кисюнями'"
"щедрость, неряшливость, оптимизм"|"жизнерадостность, щедрость, мечтательность"|"агрессивность, высокомерие, лень"|Черепашка Оди: элегантный и утонченный|"С теми, кто ставит смайлики в деловых письмах"
"уравновешенность, смелость"|"сдержанность, честность, смелость"|"трусость, жадность, эгоизм"|Шерлок Бонд: творческий и вдохновляющий|Нарциссами
"справедливость, верность, жадность"|"креативность, уверенность, эмпатия"|"безразличие, высокомерие, нетерпеливость"|Шреддер Холмс: страстный и принципиальный|Навязывают свою помощь
"мстительность, уравновешенность, справедливость"|"доброта, трудолюбие, целеустремлённость"|"раздражительность, неряшливость, прагматизм"|Джон Снейп: сильный и благородный|Собеседниками
"методичность, эмпатия"|"щедрость, уверенность, эмпатия"|"агрессивность, ветреность, педантичность"|Джеймс Смит: изобретательный и харизматичный|Со стереотипным мышлением
"целеустремлённость, чуткость, трусость"|"уверенность, щедрость, общительность"|"нетерпеливость, упрямство, мечтательность"|Северус Снейп: настойчивый и целеустремленный|Типами
"скромность, независимость"|"трудолюбие, честность, уверенность"|"высокомерие, нерешительность, мечтательность"|Брюс Грейнджер: оптимистичный и энергичный|С завышенным ЧСВ
"уверенность, скрытность, ответственность"|"оптимизм, щедрость, целеустремлённость"|"лживость, нерешительность, трусость"|Леголас Соло: решительный и преданный|С комплексом превосходства
"импозантность, деспотичность, великодушие"|"щедрость, трудолюбие, тактичность"|"безразличие, скрытность, лживость"|Роза Смит: изобретательный и харизматичный|Излишне самоуверенными
"трудолюбие, честность"|"уверенность, отзывчивость, рассудительность"|"прагматизм, нерешительность, высокомерие"|Гендальф Доу: творческий и вдохновляющий|Игнорируют факты
"импозантность, общительность, решительность, эгоизм"|"терпеливость, ответственность, креативность"|"жадность, нерешительность, безответственность"|Гендальф Теннант: тактичный и проницательный|Без чувства юмора
"уверенность, индифферентность"|"креативность, ответственность, тактичность"|"жадность, нетерпеливость, раздражительность"|Лоис Доу: решительный и преданный|Читают нотации
"задумчивость, гуманность"|"трудолюбие, креативность, надёжность"|"лень, зависть, грубость"|Люк Беннер: тактичный и проницательный|С предвзятым отношением
"креативность, пассивность, интроверсия"|"эмпатия, жизнерадостность, щедрость"|"трусость, лживость, ветреность"|Дарси Старк: хитрый и находчивый|Не признают ошибки
"серьёзность, верность, великодушие"|"справедливость, отзывчивость, интроверсия"|"ранимость, пессимизм, высокомерие"|Гарри Ли: хитрый и находчивый|Пассивно-агрессивными
"смелость, необязательность, импозантность"|"справедливость, отзывчивость, креативность"|"агрессивность, жадность, трусость"|Гимли Аллен: практичный и надежный|Персонами
"зависть, креативность, стрессоустойчивость"|"креативность, жизнерадостность, интроверсия"|"жадность, неряшливость, грубость"|Шерлок Теннант: настойчивый и целеустремленный|Индивидами
"настойчивость, скромность, педантичность"|"жизнерадостность, креативность, тактичность"|"раздражительность, упрямство, лень"|Хан Кент: добрый и мудрый|Постоянно критикуют
"мстительность, обаятельность"|"терпеливость, уверенность, педантичность"|"эгоизм, неряшливость, безразличие"|Гимли Доу: романтичный и мечтательный|Агрессивными
"самодостаточность, уважительность, справедливость"|"общительность, терпеливость, уверенность"|"раздражительность, агрессивность, ветреность"|Кларк Беннер: спокойный и наблюдательный|Склочниками
"общительность, субъективность, доброта"|"оптимизм, целеустремлённость, трудолюбие"|"агрессивность, обидчивость, грубость"|Шреддер Роджерс: храбрый и умный|Вечно недовольными
"надёжность, честность"|"общительность, оптимизм, трудолюбие"|"грубость, раздражительность, консервативность"|Джон Снейп: сильный и благородный|Со скрытой агрессией
"трусость, альтруизм, экстраверсия"|"доброта, уверенность, целеустремлённость"|"ветреность, раздражительность, нетерпеливость"|Тони Вейн: спокойный и наблюдательный|С негативным настроем
"доброта, честность"|"общительность, смелость, скромность"|"нетерпеливость, грубость, жадность"|Элизабет Смит: спокойный и наблюдательный|Постоянно жалующимися
"зависть, верность"|"терпеливость, оптимизм, общительность"|"безответственность, лживость, высокомерие"|Джеймс Тайлер: чуткий и заботливый|Товарищами
"жизнерадостность, трудолюбие"|"ответственность, скромность, трудолюбие"|"лень, грубость, высокомерие"|Гарфилд Старк: тактичный и проницательный|Вечно перебивают
"общительность, эгоизм, ригидность"|"эмпатия, надёжность, общительность"|"обидчивость, агрессивность, консервативность"|Донна Доу: храбрый и умный|Перекручивают слова
"щедрость, великодушие, необязательность, импозантность"|"справедливость, общительность, терпеливость"|"агрессивность, зависть, обидчивость"|Гендальф Грейнджер: тактичный и проницательный|Нытиками
"надёжность, сдержанность"|"жизнерадостность, терпеливость, честность"|"агрессивность, зависть, грубость"|Гарри Грейнджер: страстный и принципиальный|Давят на жалость
"ригидность, уважительность"|"честность, тактичность, ответственность"|"эгоизм, нетерпеливость, грубость"|Джон Тайлер: альтруистичный и самоотверженный|Говорят только о себе
"азартность, вспыльчивость, принципиальность, харизматичность"|"общительность, креативность, доброта"|"зависть, вспыльчивость, неряшливость"|Донна Поттер: практичный и надежный|Не уважают чужое мнение
"зависть, тактичность, надёжность"|"оптимизм, тактичность, смелость"|"агрессивность, нетерпеливость, пессимизм"|Гендальф Беннер: творческий и вдохновляющий|Упрямыми как осел
"миролюбие, интроверсия"|"доброта, великодушие, оптимизм"|"зависть, агрессивность, эгоизм"|Спок Поттер: веселый и остроумный|С кучей предрассудков
"миролюбие, настойчивость"|"скромность, уверенность, доброта"|"обидчивость, эгоизм, упрямство"|Леголас Нобл: адаптивный и гибкий|Без эмпатии
миролюбие|"скромность, отзывчивость, смелость"|"лживость, нетерпеливость, грубость"|Лея Арбакл: веселый и остроумный|Высокомерными
"искренность, отзывчивость"|"интроверсия, трудолюбие, отзывчивость"|"безответственность, грубость, пессимизм"|Фродо Нобл: веселый и остроумный|Смотрят свысока
"сосредоточенность, честность, доброта"|"смелость, доброта, надёжность"|"упрямство, лживость, безразличие"|Гимли Лейн: тактичный и проницательный|Лицемерами
"лицемерие, доброта, миролюбие"|"скромность, жизнерадостность, уверенность"|"грубость, эгоизм, упрямство"|Шерлок Снейп: загадочный и глубокий|Делают поспешные выводы
"рассудительность, целеустремлённость"|"уверенность, эмпатия, амбициозность"|"неряшливость, вспыльчивость, безответственность"|Лоис Теннант: веселый и остроумный|Преувеличивают проблемы
любознательность|"смелость, тактичность, ответственность"|"нетерпеливость, эгоизм, агрессивность"|Гарфилд Беннер: спокойный и наблюдательный|Эмоционально закрытыми
"недисциплинированность, доброта, уважительность"|"уверенность, эмпатия, терпеливость"|"безразличие, лживость, эгоизм"|Джон Поттер: хитрый и находчивый|Циниками
"альтруизм, стрессоустойчивость, назойливость"|"уверенность, трудолюбие, эмпатия"|"агрессивность, неряшливость, консервативность"|Доктор Ли: спокойный и наблюдательный|Используют шаблонные фразы
"стрессоустойчивость, ветреность, принципиальность"|"надёжность, общительность, прагматизм"|"трусость, зависть, эгоизм"|Сэм Тайлер: изобретательный и харизматичный|Людьми
"чуткость, доброта, пессимизм, меланхоличность"|"надёжность, интроверсия, жизнерадостность"|"неряшливость, грубость, обидчивость"|Джокер Аллен: практичный и надежный|Проецируют свои проблемы
"эгоизм, чувство юмора"|"жизнерадостность, тактичность, великодушие"|"вспыльчивость, пессимизм, ветреность"|Бэтмен Бонд: спокойный и наблюдательный|Переходят на личности
"оптимизм, доброта, высокомерие"|"смелость, отзывчивость, экстраверсия"|"агрессивность, эгоизм, трусость"|Сэм Вейн: хитрый и находчивый|Обидчивыми
"вдохновлённость, тщеславие"|"оптимизм, великодушие, целеустремлённость"|"раздражительность, нерешительность, жадность"|Гендальф Аллен: творческий и вдохновляющий|Воспринимают всё близко к сердцу
"альтруизм, тактичность"|"тактичность, аналитичность, жизнерадостность"|"лживость, обидчивость, нетерпеливость"|Роза Вейн: спокойный и наблюдательный|Ревнивцами
"искренность, нетерпеливость"|"креативность, уверенность, жизнерадостность"|"зависть, вспыльчивость, обидчивость"|Люк Кент: решительный и преданный|Спорщиками
"щедрость, лживость"|"надёжность, интроверсия, целеустремлённость"|"эгоизм, жадность, нетерпеливость"|Кларк Романова: храбрый и умный|С узким кругозором
"тщеславие, флегматичность, ответственность, уважительность"|"креативность, уверенность, честность"|"безответственность, эгоизм, зависть"|Мастер Грейнджер: практичный и надежный|Молчунами
вдохновлённость|"рассудительность, честность, отзывчивость"|"безразличие, обидчивость, зависть"|Доктор Кент: романтичный и мечтательный|Импульсивными
"мудрость, интроверсия"|"оптимизм, терпеливость, отзывчивость"|"интроверсия, безответственность, жадность"|Гарфилд Кент: решительный и преданный|Прикидываются жертвами
"оптимизм, терпеливость"|"честность, оптимизм, справедливость"|"трусость, эгоизм, высокомерие"|Фродо Кurry: романтичный и мечтательный|Ведут себя снисходительно
"смелость, жадность, консервативность"|"отзывчивость, великодушие, честность"|"ранимость, нерешительность, высокомерие"|Наташа Вейн: веселый и остроумный|Болтунами
"честность, осторожность, аккуратность, безразличие"|"надёжность, жизнерадостность, оптимизм"|"обидчивость, неряшливость, прагматизм"|Сэм Соло: альтруистичный и самоотверженный|Ищут повод для спора
"дисциплинированность, наблюдательность"|"скромность, креативность, жизнерадостность"|"консервативность, эгоизм, жадность"|Брюс Кент: добрый и мудрый|Личностями
"миролюбие, гибкость, задумчивость"|"педантичность, креативность, честность"|"консервативность, лживость, нетерпеливость"|Джон Беннер: добрый и мудрый|Педантами
"безразличие, верность"|"эмпатия, надёжность, интроверсия"|"эгоизм, ветреность, лживость"|Гимли Бонд: изобретательный и харизматичный|Не понимают юмор
"гуманность, креативность, эгоизм, любопытство"|"трудолюбие, справедливость, общительность"|"жадность, нерешительность, скрытность"|Флэш Теннант: хитрый и находчивый|Ведут себя высокомерно
"жизнерадостность, верность, экстраверсия"|"тактичность, смелость, великодушие"|"безответственность, эгоизм, высокомерие"|Шреддер Женщина: решительный и преданный|Приписывают плохие мотивы
"манипулятивность, уверенность, доброта"|"тактичность, жизнерадостность, креативность"|"упрямство, безответственность, обидчивость"|Кларк Грейнджер: романтичный и мечтательный|Циничными ко всему
"апатичность, мудрость"|"трудолюбие, креативность, целеустремлённость"|"безответственность, мечтательность, пессимизм"|Харли Лейн: решительный и преданный|Пессимистами
"скромность, настойчивость"|"доброта, надёжность, терпеливость"|"грубость, раздражительность, безответственность"|Бэтмен Роджерс: творческий и вдохновляющий|Ханжами
"щедрость, пренебрежительность, деликатность"|"оптимизм, справедливость, креативность"|"обидчивость, грубость, высокомерие"|Фродо Скайуокер: спокойный и наблюдательный|Скептиками
"чуткость, отзывчивость, эгоизм, сдержанность"|"надёжность, справедливость, жизнерадостность"|"вспыльчивость, ветреность, лень"|Стив Доу: загадочный и глубокий|Грубиянами
"щедрость, серьёзность, цинизм"|"креативность, эмпатия, уверенность"|"нерешительность, импульсивность, трусость"|Северус Куинн: веселый и остроумный|Которые все знают лучше
"самообладание, раздражительность"|"ответственность, великодушие, креативность"|"упрямство, ветреность, нерешительность"|Джокер Женщина: спокойный и наблюдательный|Обобщают негатив
"целеустремлённость, оптимизм, эгоизм, экстраверсия"|"великодушие, оптимизм, аналитичность"|"агрессивность, безответственность, пессимизм"|Наташа Романова: творческий и вдохновляющий|Неуверенными в себе
"любознательность, гуманность"|"великодушие, оптимизм, надёжность"|"лживость, вспыльчивость, агрессивность"|Фродо Ли: настойчивый и целеустремленный|Игнорируют личные границы
"терпеливость, интроверсия"|"скромность, честность, прагматизм"|"ветреность, нерешительность, трусость"|Лея Скайуокер: оптимистичный и энергичный|Не слышат других